activity_id,date,site_id,characteristic_name,result_value,result_unit,sample_medium,activity_type,latitude,longitude,source_type
nwisia.01.94700004,1946-10-11,USGS-05454500,Specific conductance,482.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94900001,1949-06-04,USGS-05454500,Specific conductance,390.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600033,1946-09-23,USGS-05454500,"Temperature, water",16.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600033,1946-09-23,USGS-05454500,Specific conductance,236.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800023,1948-04-02,USGS-05454500,Specific conductance,345.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800023,1948-04-02,USGS-05454500,pH,7.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94800023,1948-04-02,USGS-05454500,Nitrate,4.52,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700013,1907-02-18,USGS-05454500,Turbidity,75.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600025,1946-07-01,USGS-05454500,"Temperature, water",26.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600025,1946-07-01,USGS-05454500,Specific conductance,455.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600021,1946-05-21,USGS-05454500,"Temperature, water",19.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600021,1946-05-21,USGS-05454500,Specific conductance,476.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300028,1953-06-18,USGS-05454500,Specific conductance,516.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300028,1953-06-18,USGS-05454500,pH,7.7,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700008,1946-11-21,USGS-05454500,"Temperature, water",4.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700008,1946-11-21,USGS-05454500,Specific conductance,563.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600030,1946-08-21,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600030,1946-08-21,USGS-05454500,Specific conductance,433.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700005,1946-10-21,USGS-05454500,"Temperature, water",14.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700005,1946-10-21,USGS-05454500,Specific conductance,438.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700024,1947-05-01,USGS-05454500,Specific conductance,505.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300008,1952-11-01,USGS-05454500,Specific conductance,558.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300008,1952-11-01,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300026,1953-05-28,USGS-05454500,Specific conductance,465.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300026,1953-05-28,USGS-05454500,pH,7.4,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700001,1906-10-07,USGS-05454500,Turbidity,75.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700001,1906-10-07,USGS-05454500,Nitrate,0.248,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700013,1907-02-18,USGS-05454500,Nitrate,1.56,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600001,1945-10-01,USGS-05454500,"Temperature, water",13.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600001,1945-10-01,USGS-05454500,Specific conductance,446.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95100005,1951-07-03,USGS-05454500,Specific conductance,323.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700020,1907-04-30,USGS-05454500,Turbidity,50.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700020,1907-04-30,USGS-05454500,Nitrate,0.136,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600006,1945-12-01,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700017,1907-03-30,USGS-05454500,Turbidity,280.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700017,1907-03-30,USGS-05454500,Nitrate,0.926,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.01201871,2012-08-23,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600017,1946-04-11,USGS-05454500,"Temperature, water",14.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600017,1946-04-11,USGS-05454500,Specific conductance,504.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600004,1945-11-11,USGS-05454500,"Temperature, water",6.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600004,1945-11-11,USGS-05454500,Specific conductance,437.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94400021,1944-08-11,USGS-05454500,Specific conductance,508.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94400011,1944-05-01,USGS-05454500,Specific conductance,478.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700031,1907-08-18,USGS-05454500,Turbidity,75.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700031,1907-08-18,USGS-05454500,Nitrate,0.678,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700042,1947-09-25,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400027,1954-07-18,USGS-05454500,Specific conductance,581.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400027,1954-07-18,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500010,1944-12-21,USGS-05454500,Specific conductance,654.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400015,1954-05-29,USGS-05454500,Specific conductance,430.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400015,1954-05-29,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700017,1947-02-21,USGS-05454500,Specific conductance,415.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700028,1907-07-18,USGS-05454500,Turbidity,380.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700028,1907-07-18,USGS-05454500,Nitrate,1.63,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600006,1945-12-01,USGS-05454500,Specific conductance,455.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700026,1907-06-27,USGS-05454500,Turbidity,350.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700026,1907-06-27,USGS-05454500,Nitrate,0.994,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300035,1953-08-19,USGS-05454500,Specific conductance,426.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300035,1953-08-19,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700029,1907-07-28,USGS-05454500,Turbidity,160.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700029,1907-07-28,USGS-05454500,Nitrate,0.7,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500014,1945-01-21,USGS-05454500,Specific conductance,583.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700038,1947-08-01,USGS-05454500,"Temperature, water",28.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700038,1947-08-01,USGS-05454500,Specific conductance,507.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200008,1952-03-19,USGS-05454500,Specific conductance,398.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200008,1952-03-19,USGS-05454500,pH,8.4,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94500030,1945-06-11,USGS-05454500,Specific conductance,429.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200002,1951-11-01,USGS-05454500,Specific conductance,444.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95200002,1951-11-01,USGS-05454500,pH,8.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600020,1946-05-11,USGS-05454500,Specific conductance,488.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700033,1947-07-08,USGS-05454500,"Temperature, water",24.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94700033,1947-07-08,USGS-05454500,Specific conductance,436.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600023,1946-06-11,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.94600023,1946-06-11,USGS-05454500,Specific conductance,396.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300020,1953-03-04,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95300020,1953-03-04,USGS-05454500,Specific conductance,403.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700006,1906-11-26,USGS-05454500,Turbidity,35.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700006,1906-11-26,USGS-05454500,Nitrate,0.994,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.01201871,2012-08-23,USGS-05454500,"Temperature, water",24.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700030,1907-08-08,USGS-05454500,Turbidity,180.0,mg/l SiO2,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.90700030,1907-08-08,USGS-05454500,Nitrate,0.881,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95100002,1951-07-03,USGS-05454500,Specific conductance,334.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400002,1953-10-01,USGS-05454500,Specific conductance,557.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95400002,1953-10-01,USGS-05454500,pH,7.8,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95700013,1957-06-24,USGS-05454500,"Temperature, water",22.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95700011,1957-06-03,USGS-05454500,"Temperature, water",22.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95700009,1957-05-14,USGS-05454500,"Temperature, water",16.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95500004,1955-02-21,USGS-05454500,"Temperature, water",1.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95700010,1957-05-24,USGS-05454500,"Temperature, water",18.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95500005,1955-04-20,USGS-05454500,"Temperature, water",17.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95500007,1955-05-13,USGS-05454500,"Temperature, water",16.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95800017,1958-07-16,USGS-05454500,"Temperature, water",23.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95500006,1955-04-25,USGS-05454500,"Temperature, water",12.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95900020,1959-05-19,USGS-05454500,"Temperature, water",18.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95900018,1959-03-20,USGS-05454500,"Temperature, water",4.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95600007,1956-07-31,USGS-05454500,"Temperature, water",24.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95500008,1955-07-12,USGS-05454500,"Temperature, water",23.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95800015,1958-06-10,USGS-05454500,"Temperature, water",18.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95800016,1958-06-13,USGS-05454500,"Temperature, water",17.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95600004,1956-05-11,USGS-05454500,"Temperature, water",19.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95900019,1959-04-28,USGS-05454500,"Temperature, water",7.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95600005,1956-05-16,USGS-05454500,"Temperature, water",17.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95600006,1956-07-20,USGS-05454500,"Temperature, water",19.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95700012,1957-06-19,USGS-05454500,"Temperature, water",24.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.95800014,1958-02-26,USGS-05454500,"Temperature, water",1.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96100014,1961-06-08,USGS-05454500,"Temperature, water",23.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96200013,1962-05-29,USGS-05454500,"Temperature, water",21.1,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96000018,1960-04-07,USGS-05454500,"Temperature, water",3.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96000019,1960-06-02,USGS-05454500,"Temperature, water",18.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96900192,1969-04-04,USGS-05454500,"Temperature, water",4.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000268,1969-12-18,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000266,1969-10-24,USGS-05454500,"Temperature, water",9.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96700052,1967-06-07,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96700051,1967-01-24,USGS-05454500,"Temperature, water",1.1,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96500045,1965-04-01,USGS-05454500,"Temperature, water",3.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96500044,1965-01-22,USGS-05454500,"Temperature, water",0.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.96500046,1965-04-24,USGS-05454500,"Temperature, water",7.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000267,1969-11-20,USGS-05454500,"Temperature, water",1.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100275,1971-09-27,USGS-05454500,Specific conductance,420.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200181,1972-05-24,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200185,1972-08-02,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300220,1973-06-15,USGS-05454500,"Temperature, water",24.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300220,1973-06-15,USGS-05454500,Specific conductance,440.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300220,1973-06-15,USGS-05454500,pH,8.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100270,1971-02-25,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000277,1970-08-26,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200176,1972-02-22,USGS-05454500,"Temperature, water",0.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200176,1972-02-22,USGS-05454500,Specific conductance,730.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200176,1972-02-22,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200188,1972-09-29,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400067,1974-07-29,USGS-05454500,"Temperature, water",26.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300219,1973-05-14,USGS-05454500,"Temperature, water",15.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400064,1974-05-16,USGS-05454500,"Temperature, water",18.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100269,1971-02-25,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300213,1972-10-26,USGS-05454500,pH,8.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300213,1972-10-26,USGS-05454500,"Temperature, water",8.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300213,1972-10-26,USGS-05454500,Specific conductance,720.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300216,1973-02-21,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300216,1973-02-21,USGS-05454500,Specific conductance,440.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300216,1973-02-21,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200180,1972-04-21,USGS-05454500,"Temperature, water",11.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000269,1970-01-23,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000269,1970-01-23,USGS-05454500,pH,8.4,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200178,1972-03-29,USGS-05454500,"Temperature, water",1.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200169,1971-10-27,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300214,1972-11-16,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000278,1970-09-02,USGS-05454500,"Temperature, water",26.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300218,1973-03-28,USGS-05454500,"Temperature, water",7.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300218,1973-03-28,USGS-05454500,Specific conductance,430.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300218,1973-03-28,USGS-05454500,pH,8.1,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200173,1971-12-15,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100268,1971-02-19,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400061,1974-03-28,USGS-05454500,"Temperature, water",5.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200186,1972-08-02,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100271,1971-03-25,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100271,1971-03-25,USGS-05454500,Specific conductance,400.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100271,1971-03-25,USGS-05454500,pH,7.8,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200177,1972-03-29,USGS-05454500,"Temperature, water",1.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200177,1972-03-29,USGS-05454500,Specific conductance,650.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200177,1972-03-29,USGS-05454500,pH,8.4,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100274,1971-07-21,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400066,1974-05-29,USGS-05454500,"Temperature, water",19.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200187,1972-08-25,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200187,1972-08-25,USGS-05454500,Specific conductance,550.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200187,1972-08-25,USGS-05454500,pH,8.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200175,1972-02-01,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200183,1972-05-26,USGS-05454500,Specific conductance,310.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200183,1972-05-26,USGS-05454500,pH,7.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100267,1971-01-25,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000273,1970-04-23,USGS-05454500,"Temperature, water",14.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300215,1972-12-27,USGS-05454500,"Temperature, water",0.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300215,1972-12-27,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300215,1972-12-27,USGS-05454500,pH,8.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300217,1973-03-28,USGS-05454500,"Temperature, water",7.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100276,1971-09-29,USGS-05454500,"Temperature, water",22.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400068,1974-09-13,USGS-05454500,"Temperature, water",16.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300221,1973-07-27,USGS-05454500,"Temperature, water",24.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000272,1970-03-19,USGS-05454500,"Temperature, water",3.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000272,1970-03-19,USGS-05454500,pH,8.6,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200172,1971-12-01,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000275,1970-06-24,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100272,1971-04-20,USGS-05454500,Specific conductance,550.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100272,1971-04-20,USGS-05454500,pH,8.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000271,1970-03-03,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000274,1970-05-22,USGS-05454500,"Temperature, water",26.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200170,1971-10-28,USGS-05454500,"Temperature, water",16.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200171,1971-11-24,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200171,1971-11-24,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400065,1974-05-17,USGS-05454500,"Temperature, water",14.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100266,1970-12-22,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100266,1970-12-22,USGS-05454500,Specific conductance,700.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200184,1972-06-19,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200184,1972-06-19,USGS-05454500,Specific conductance,360.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200184,1972-06-19,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000279,1970-09-17,USGS-05454500,"Temperature, water",18.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400062,1974-04-29,USGS-05454500,"Temperature, water",18.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97100273,1971-06-29,USGS-05454500,"Temperature, water",30.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97400063,1974-05-09,USGS-05454500,"Temperature, water",12.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200174,1972-01-05,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97300222,1973-09-10,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000270,1970-02-20,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97000276,1970-07-30,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200179,1972-04-20,USGS-05454500,"Temperature, water",6.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97200182,1972-05-24,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97500108,1975-06-06,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97600127,1976-04-06,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97600128,1976-06-01,USGS-05454500,"Temperature, water",21.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97700082,1977-09-22,USGS-05454500,"Temperature, water",19.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97700081,1977-04-21,USGS-05454500,"Temperature, water",18.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97800043,1978-06-29,USGS-05454500,"Temperature, water",26.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
