activity_id,date,site_id,characteristic_name,result_value,result_unit,sample_medium,activity_type,latitude,longitude,source_type
nwisia.01.99001824,1990-03-29,USGS-05454500,"Temperature, water",8.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001824,1990-03-29,USGS-05454500,Specific conductance,525.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001826,1990-07-03,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001826,1990-07-03,USGS-05454500,Specific conductance,302.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101699,1990-10-30,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101699,1990-10-30,USGS-05454500,Specific conductance,650.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001825,1990-05-22,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001825,1990-05-22,USGS-05454500,Specific conductance,550.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101704,1991-07-01,USGS-05454500,Specific conductance,480.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101704,1991-07-01,USGS-05454500,"Temperature, water",29.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101700,1991-03-12,USGS-05454500,"Temperature, water",5.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101700,1991-03-12,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201393,1991-12-11,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201393,1991-12-11,USGS-05454500,Specific conductance,645.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101702,1991-04-10,USGS-05454500,"Temperature, water",15.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101702,1991-04-10,USGS-05454500,Specific conductance,610.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101703,1991-05-20,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101703,1991-05-20,USGS-05454500,Specific conductance,440.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201392,1991-10-28,USGS-05454500,"Temperature, water",14.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201392,1991-10-28,USGS-05454500,Specific conductance,510.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101707,1991-09-17,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101707,1991-09-17,USGS-05454500,Specific conductance,610.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101705,1991-08-20,USGS-05454500,"Temperature, water",25.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99101705,1991-08-20,USGS-05454500,Specific conductance,410.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301825,1992-12-02,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301825,1992-12-02,USGS-05454500,Specific conductance,505.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201394,1992-02-11,USGS-05454500,"Temperature, water",1.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201394,1992-02-11,USGS-05454500,Specific conductance,580.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301824,1992-10-14,USGS-05454500,"Temperature, water",13.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301824,1992-10-14,USGS-05454500,Specific conductance,490.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201397,1992-07-22,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201397,1992-07-22,USGS-05454500,Specific conductance,365.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201395,1992-03-20,USGS-05454500,"Temperature, water",5.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201395,1992-03-20,USGS-05454500,Specific conductance,590.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201398,1992-08-26,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201398,1992-08-26,USGS-05454500,Specific conductance,546.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201396,1992-06-12,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201396,1992-06-12,USGS-05454500,Specific conductance,630.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201399,1992-04-29,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99201399,1992-04-29,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301839,1993-07-18,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301839,1993-07-18,USGS-05454500,Specific conductance,350.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301834,1993-07-12,USGS-05454500,"Temperature, water",24.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301834,1993-07-12,USGS-05454500,Specific conductance,445.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301844,1993-08-31,USGS-05454500,"Temperature, water",23.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301844,1993-08-31,USGS-05454500,Specific conductance,340.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301843,1993-08-06,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301843,1993-08-06,USGS-05454500,Specific conductance,392.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301845,1993-07-14,USGS-05454500,"Temperature, water",18.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301845,1993-07-14,USGS-05454500,Specific conductance,483.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301836,1993-07-14,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301836,1993-07-14,USGS-05454500,Specific conductance,400.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301837,1993-07-15,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301837,1993-07-15,USGS-05454500,Specific conductance,395.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301840,1993-07-22,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301840,1993-07-22,USGS-05454500,Specific conductance,310.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99302078,1993-09-14,USGS-05454500,"Temperature, water",18.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99302078,1993-09-14,USGS-05454500,Specific conductance,483.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301826,1993-03-02,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301826,1993-03-02,USGS-05454500,Specific conductance,600.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301831,1993-07-08,USGS-05454500,"Temperature, water",26.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301831,1993-07-08,USGS-05454500,Specific conductance,400.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301828,1993-06-07,USGS-05454500,"Temperature, water",16.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301828,1993-06-07,USGS-05454500,Specific conductance,550.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401451,1993-12-07,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401451,1993-12-07,USGS-05454500,Specific conductance,626.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301832,1993-07-09,USGS-05454500,"Temperature, water",26.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301832,1993-07-09,USGS-05454500,Specific conductance,410.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301838,1993-07-16,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301838,1993-07-16,USGS-05454500,Specific conductance,400.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301829,1993-06-30,USGS-05454500,"Temperature, water",22.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301829,1993-06-30,USGS-05454500,Specific conductance,385.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301827,1993-04-16,USGS-05454500,"Temperature, water",7.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301827,1993-04-16,USGS-05454500,Specific conductance,320.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301842,1993-08-05,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301842,1993-08-05,USGS-05454500,Specific conductance,380.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301846,1993-09-16,USGS-05454500,"Temperature, water",18.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301846,1993-09-16,USGS-05454500,Specific conductance,545.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301830,1993-07-07,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301830,1993-07-07,USGS-05454500,Specific conductance,410.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301833,1993-07-10,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301833,1993-07-10,USGS-05454500,Specific conductance,410.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301847,1993-09-20,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301847,1993-09-20,USGS-05454500,Specific conductance,515.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301841,1993-07-23,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301841,1993-07-23,USGS-05454500,Specific conductance,315.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301835,1993-07-13,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99301835,1993-07-13,USGS-05454500,Specific conductance,440.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501055,1994-10-13,USGS-05454500,"Temperature, water",15.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501055,1994-10-13,USGS-05454500,Specific conductance,528.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401455,1994-08-18,USGS-05454500,"Temperature, water",25.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401455,1994-08-18,USGS-05454500,Specific conductance,560.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501056,1994-11-28,USGS-05454500,"Temperature, water",4.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501056,1994-11-28,USGS-05454500,Specific conductance,677.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401454,1994-07-08,USGS-05454500,"Temperature, water",26.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401454,1994-07-08,USGS-05454500,Specific conductance,420.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401452,1994-03-22,USGS-05454500,"Temperature, water",9.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401452,1994-03-22,USGS-05454500,Specific conductance,620.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401453,1994-07-01,USGS-05454500,"Temperature, water",27.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99401453,1994-07-01,USGS-05454500,Specific conductance,484.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501060,1995-07-18,USGS-05454500,"Temperature, water",28.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501060,1995-07-18,USGS-05454500,Specific conductance,593.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600305,1995-10-17,USGS-05454500,"Temperature, water",16.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600305,1995-10-17,USGS-05454500,Specific conductance,516.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501062,1995-09-05,USGS-05454500,"Temperature, water",26.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501062,1995-09-05,USGS-05454500,Specific conductance,558.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600306,1995-11-21,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600306,1995-11-21,USGS-05454500,Specific conductance,576.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501059,1995-06-07,USGS-05454500,"Temperature, water",21.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501059,1995-06-07,USGS-05454500,Specific conductance,559.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500663,1995-06-30,USGS-05454500,"Temperature, water",25.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500663,1995-06-30,USGS-05454500,Specific conductance,647.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500663,1995-06-30,USGS-05454500,pH,8.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500663,1995-06-30,USGS-05454500,Nitrate,8.29,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500559,1995-05-12,USGS-05454500,"Temperature, water",15.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500559,1995-05-12,USGS-05454500,Specific conductance,542.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500559,1995-05-12,USGS-05454500,pH,8.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500559,1995-05-12,USGS-05454500,Nitrate,7.57,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501057,1995-03-09,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501057,1995-03-09,USGS-05454500,Specific conductance,513.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500810,1995-08-31,USGS-05454500,"Temperature, water",28.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500810,1995-08-31,USGS-05454500,Specific conductance,522.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500810,1995-08-31,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500810,1995-08-31,USGS-05454500,Nitrate,2.06,mg/L as N,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500916,1995-08-31,USGS-05454500,"Temperature, water",28.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500916,1995-08-31,USGS-05454500,Specific conductance,522.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500916,1995-08-31,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501061,1995-08-29,USGS-05454500,"Temperature, water",28.1,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501061,1995-08-29,USGS-05454500,Specific conductance,559.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500650,1995-05-12,USGS-05454500,"Temperature, water",15.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500650,1995-05-12,USGS-05454500,Specific conductance,542.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500650,1995-05-12,USGS-05454500,pH,8.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500914,1995-06-30,USGS-05454500,"Temperature, water",25.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500914,1995-06-30,USGS-05454500,Specific conductance,647.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99500914,1995-06-30,USGS-05454500,pH,8.3,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501058,1995-04-24,USGS-05454500,"Temperature, water",11.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99501058,1995-04-24,USGS-05454500,Specific conductance,593.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700161,1996-10-21,USGS-05454500,Specific conductance,480.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700161,1996-10-21,USGS-05454500,"Temperature, water",13.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600307,1996-01-03,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600307,1996-01-03,USGS-05454500,Specific conductance,692.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700173,1996-11-07,USGS-05454500,"Temperature, water",8.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700173,1996-11-07,USGS-05454500,Specific conductance,488.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700221,1996-12-17,USGS-05454500,"Temperature, water",0.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700221,1996-12-17,USGS-05454500,Specific conductance,677.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600944,1996-07-09,USGS-05454500,"Temperature, water",26.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600944,1996-07-09,USGS-05454500,Specific conductance,603.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600308,1996-02-13,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600308,1996-02-13,USGS-05454500,Specific conductance,679.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700141,1996-10-01,USGS-05454500,"Temperature, water",18.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700141,1996-10-01,USGS-05454500,Specific conductance,447.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600310,1996-04-17,USGS-05454500,"Temperature, water",11.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600310,1996-04-17,USGS-05454500,Specific conductance,525.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600309,1996-03-22,USGS-05454500,"Temperature, water",3.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600309,1996-03-22,USGS-05454500,Specific conductance,515.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99601139,1996-08-29,USGS-05454500,"Temperature, water",25.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99601139,1996-08-29,USGS-05454500,Specific conductance,542.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600543,1996-05-29,USGS-05454500,"Temperature, water",13.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99600543,1996-05-29,USGS-05454500,Specific conductance,360.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801094,1997-11-18,USGS-05454500,"Temperature, water",3.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801094,1997-11-18,USGS-05454500,Specific conductance,544.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99701902,1997-08-28,USGS-05454500,"Temperature, water",24.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99701902,1997-08-28,USGS-05454500,Specific conductance,583.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700921,1997-04-24,USGS-05454500,"Temperature, water",12.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700921,1997-04-24,USGS-05454500,Specific conductance,604.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700845,1997-03-13,USGS-05454500,"Temperature, water",5.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99700845,1997-03-13,USGS-05454500,Specific conductance,364.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99800188,1997-10-06,USGS-05454500,"Temperature, water",22.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99800188,1997-10-06,USGS-05454500,Specific conductance,459.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99701191,1997-06-06,USGS-05454500,"Temperature, water",19.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99701191,1997-06-06,USGS-05454500,Specific conductance,563.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99701980,1997-07-16,USGS-05454500,"Temperature, water",26.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99701980,1997-07-16,USGS-05454500,Specific conductance,609.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99802557,1998-06-24,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99802557,1998-06-24,USGS-05454500,Specific conductance,432.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99802558,1998-07-31,USGS-05454500,"Temperature, water",26.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99802558,1998-07-31,USGS-05454500,Specific conductance,482.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99800937,1998-05-05,USGS-05454500,"Temperature, water",16.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99800937,1998-05-05,USGS-05454500,Specific conductance,604.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99800139,1998-02-18,USGS-05454500,"Temperature, water",1.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99800139,1998-02-18,USGS-05454500,Specific conductance,534.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901606,1998-12-01,USGS-05454500,"Temperature, water",7.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901606,1998-12-01,USGS-05454500,Specific conductance,638.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99900199,1998-10-21,USGS-05454500,"Temperature, water",14.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99900199,1998-10-21,USGS-05454500,Specific conductance,466.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801096,1998-03-26,USGS-05454500,"Temperature, water",8.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801096,1998-03-26,USGS-05454500,Specific conductance,548.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801097,1998-04-03,USGS-05454500,"Temperature, water",9.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801097,1998-04-03,USGS-05454500,Specific conductance,485.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99802559,1998-09-10,USGS-05454500,"Temperature, water",23.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99802559,1998-09-10,USGS-05454500,Specific conductance,517.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801095,1998-01-06,USGS-05454500,"Temperature, water",2.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99801095,1998-01-06,USGS-05454500,Specific conductance,608.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901613,1999-09-07,USGS-05454500,"Temperature, water",24.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901613,1999-09-07,USGS-05454500,Specific conductance,555.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901611,1999-06-23,USGS-05454500,"Temperature, water",22.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901611,1999-06-23,USGS-05454500,Specific conductance,457.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001789,1999-10-21,USGS-05454500,Specific conductance,541.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001789,1999-10-21,USGS-05454500,"Temperature, water",12.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901614,1999-09-23,USGS-05454500,"Temperature, water",19.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901614,1999-09-23,USGS-05454500,Specific conductance,534.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001794,1999-12-14,USGS-05454500,"Temperature, water",5.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001794,1999-12-14,USGS-05454500,Specific conductance,513.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001793,1999-11-03,USGS-05454500,"Temperature, water",12.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001793,1999-11-03,USGS-05454500,Specific conductance,569.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
